"Label (Grouping)","SEX AND AGE","SEX AND AGE!!Total population","SEX AND AGE!!Total population!!Male","SEX AND AGE!!Total population!!Female","SEX AND AGE!!Total population!!Sex ratio (males per 100 females)","SEX AND AGE!!Total population!!Under 5 years","SEX AND AGE!!Total population!!5 to 9 years","SEX AND AGE!!Total population!!10 to 14 years","SEX AND AGE!!Total population!!15 to 19 years","SEX AND AGE!!Total population!!20 to 24 years","SEX AND AGE!!Total population!!25 to 34 years","SEX AND AGE!!Total population!!35 to 44 years","SEX AND AGE!!Total population!!45 to 54 years","SEX AND AGE!!Total population!!55 to 59 years","SEX AND AGE!!Total population!!60 to 64 years","SEX AND AGE!!Total population!!65 to 74 years","SEX AND AGE!!Total population!!75 to 84 years","SEX AND AGE!!Total population!!85 years and over","SEX AND AGE!!Total population!!Median age (years)","SEX AND AGE!!Total population!!Under 18 years","SEX AND AGE!!Total population!!16 years and over","SEX AND AGE!!Total population!!18 years and over","SEX AND AGE!!Total population!!21 years and over","SEX AND AGE!!Total population!!62 years and over","SEX AND AGE!!Total population!!65 years and over","SEX AND AGE!!Total population!!18 years and over","SEX AND AGE!!Total population!!18 years and over!!Male","SEX AND AGE!!Total population!!18 years and over!!Female","SEX AND AGE!!Total population!!18 years and over!!Sex ratio (males per 100 females)","SEX AND AGE!!Total population!!65 years and over","SEX AND AGE!!Total population!!65 years and over!!Male","SEX AND AGE!!Total population!!65 years and over!!Female","SEX AND AGE!!Total population!!65 years and over!!Sex ratio (males per 100 females)","RACE","RACE!!Total population","RACE!!Total population!!One race","RACE!!Total population!!Two or more races","RACE!!Total population!!One race","RACE!!Total population!!One race!!White","RACE!!Total population!!One race!!Black or African American","RACE!!Total population!!One race!!American Indian and Alaska Native","RACE!!Total population!!One race!!American Indian and Alaska Native!!Cherokee tribal grouping","RACE!!Total population!!One race!!American Indian and Alaska Native!!Chippewa tribal grouping","RACE!!Total population!!One race!!American Indian and Alaska Native!!Navajo tribal grouping","RACE!!Total population!!One race!!American Indian and Alaska Native!!Sioux tribal grouping","RACE!!Total population!!One race!!Asian","RACE!!Total population!!One race!!Asian!!Asian Indian","RACE!!Total population!!One race!!Asian!!Chinese","RACE!!Total population!!One race!!Asian!!Filipino","RACE!!Total population!!One race!!Asian!!Japanese","RACE!!Total population!!One race!!Asian!!Korean","RACE!!Total population!!One race!!Asian!!Vietnamese","RACE!!Total population!!One race!!Asian!!Other Asian","RACE!!Total population!!One race!!Native Hawaiian and Other Pacific Islander","RACE!!Total population!!One race!!Native Hawaiian and Other Pacific Islander!!Native Hawaiian","RACE!!Total population!!One race!!Native Hawaiian and Other Pacific Islander!!Chamorro","RACE!!Total population!!One race!!Native Hawaiian and Other Pacific Islander!!Samoan","RACE!!Total population!!One race!!Native Hawaiian and Other Pacific Islander!!Other Pacific Islander","RACE!!Total population!!One race!!Some other race","RACE!!Total population!!Two or more races","RACE!!Total population!!Two or more races!!White and Black or African American","RACE!!Total population!!Two or more races!!White and American Indian and Alaska Native","RACE!!Total population!!Two or more races!!White and Asian","RACE!!Total population!!Two or more races!!Black or African American and American Indian and Alaska Native","Race alone or in combination with one or more other races","Race alone or in combination with one or more other races!!Total population","Race alone or in combination with one or more other races!!Total population!!White","Race alone or in combination with one or more other races!!Total population!!Black or African American","Race alone or in combination with one or more other races!!Total population!!American Indian and Alaska Native","Race alone or in combination with one or more other races!!Total population!!Asian","Race alone or in combination with one or more other races!!Total population!!Native Hawaiian and Other Pacific Islander","Race alone or in combination with one or more other races!!Total population!!Some other race","HISPANIC OR LATINO AND RACE","HISPANIC OR LATINO AND RACE!!Total population","HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race)","HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race)!!Mexican","HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race)!!Puerto Rican","HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race)!!Cuban","HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race)!!Other Hispanic or Latino","HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino","HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!White alone","HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Black or African American alone","HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!American Indian and Alaska Native alone","HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Asian alone","HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Native Hawaiian and Other Pacific Islander alone","HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Some other race alone","HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Two or more races","HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Two or more races!!Two races including Some other race","HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Two or more races!!Two races excluding Some other race, and Three or more races","Total housing units","CITIZEN, VOTING AGE POPULATION","CITIZEN, VOTING AGE POPULATION!!Citizen, 18 and over population","CITIZEN, VOTING AGE POPULATION!!Citizen, 18 and over population!!Male","CITIZEN, VOTING AGE POPULATION!!Citizen, 18 and over population!!Female"
"    Estimate","","93,681","48,239","45,442","106.2","8,374","7,839","9,480","7,351","6,358","14,278","12,867","10,014","3,921","4,274","5,641","2,423","861","30.4","30,430","66,752","63,251","59,351","11,356","8,925","63,251","33,138","30,113","110.0","8,925","4,425","4,500","98.3","","93,681","84,398","9,283","84,398","59,889","2,222","1,193","16","15","0","20","1,984","0","64","478","74","290","261","817","205","88","85","19","13","18,905","9,283","965","1,015","944","166","","93,681","68,629","3,746","2,834","3,192","488","24,484","","93,681","49,876","45,924","280","47","3,625","43,805","37,350","1,725","220","1,848","145","360","2,157","47","2,110","28,618","","50,228","26,251","23,977"
"    Margin of Error","","*****","±243","±243","±1.1","±90","±666","±667","±161","±201","±213","±202","±242","±405","±385","±195","±257","±209","±0.2","±23","±275","±23","±382","±369","±142","±23","±156","±152","±1.1","±142","±132","±78","±3.6","","*****","±1,327","±1,327","±1,327","±2,013","±287","±421","±30","±26","±30","±27","±329","±30","±60","±237","±67","±136","±224","±468","±101","±62","±77","±23","±18","±1,947","±1,327","±433","±236","±640","±188","","*****","±2,003","±720","±783","±634","±199","±1,881","","*****","*****","±1,056","±242","±67","±1,062","*****","±386","±249","±90","±304","±72","±384","±449","±68","±440","±79","","±872","±669","±587"
"    Percent","","93,681","51.5%","48.5%","(X)","8.9%","8.4%","10.1%","7.8%","6.8%","15.2%","13.7%","10.7%","4.2%","4.6%","6.0%","2.6%","0.9%","(X)","32.5%","71.3%","67.5%","63.4%","12.1%","9.5%","63,251","52.4%","47.6%","(X)","8,925","49.6%","50.4%","(X)","","93,681","90.1%","9.9%","90.1%","63.9%","2.4%","1.3%","0.0%","0.0%","0.0%","0.0%","2.1%","0.0%","0.1%","0.5%","0.1%","0.3%","0.3%","0.9%","0.2%","0.1%","0.1%","0.0%","0.0%","20.2%","9.9%","1.0%","1.1%","1.0%","0.2%","","93,681","73.3%","4.0%","3.0%","3.4%","0.5%","26.1%","","93,681","53.2%","49.0%","0.3%","0.1%","3.9%","46.8%","39.9%","1.8%","0.2%","2.0%","0.2%","0.4%","2.3%","0.1%","2.3%","(X)","","50,228","52.3%","47.7%"
"    Percent Margin of Error","","(X)","±0.3","±0.3","(X)","±0.1","±0.7","±0.7","±0.2","±0.2","±0.2","±0.2","±0.3","±0.4","±0.4","±0.2","±0.3","±0.2","(X)","±0.1","±0.3","±0.1","±0.4","±0.4","±0.2","(X)","±0.2","±0.2","(X)","(X)","±0.9","±0.9","(X)","","(X)","±1.4","±1.4","±1.4","±2.1","±0.3","±0.4","±0.1","±0.1","±0.1","±0.1","±0.4","±0.1","±0.1","±0.3","±0.1","±0.1","±0.2","±0.5","±0.1","±0.1","±0.1","±0.1","±0.1","±2.1","±1.4","±0.5","±0.3","±0.7","±0.2","","(X)","±2.1","±0.8","±0.8","±0.7","±0.2","±2.0","","(X)","*****","±1.1","±0.3","±0.1","±1.1","*****","±0.4","±0.3","±0.1","±0.3","±0.1","±0.4","±0.5","±0.1","±0.5","(X)","","(X)","±0.9","±0.9"
"Garfield County, Washington","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","2,258","1,161","1,097","105.8","90","101","116","209","37","277","221","284","74","253","367","170","59","49.7","452","1,885","1,806","1,733","755","596","1,806","924","882","104.8","596","309","287","107.7","","2,258","2,124","134","2,124","2,033","0","0","0","0","0","0","91","0","0","91","0","0","0","0","0","0","0","0","0","0","134","11","68","28","0","","2,258","2,167","11","68","126","7","20","","2,258","31","28","0","0","3","2,227","2,005","0","0","91","0","0","131","17","114","1,189","","1,723","924","799"
"    Margin of Error","","*****","±67","±67","±12.6","±42","±45","±46","±75","±31","±71","±66","±74","±35","±82","±72","±61","±30","±6.4","±67","±70","±67","±87","±111","±98","±67","±64","±51","±11.0","±98","±60","±55","±22.1","","*****","±62","±62","±62","±72","±13","±13","±13","±13","±13","±13","±49","±13","±13","±49","±13","±13","±13","±13","±13","±13","±13","±13","±13","±13","±62","±16","±50","±19","±13","","*****","±49","±16","±50","±50","±12","±26","","*****","±44","±43","±13","±13","±6","±44","±83","±13","±13","±49","±13","±13","±62","±26","±54","±87","","±71","±64","±50"
"    Percent","","2,258","51.4%","48.6%","(X)","4.0%","4.5%","5.1%","9.3%","1.6%","12.3%","9.8%","12.6%","3.3%","11.2%","16.3%","7.5%","2.6%","(X)","20.0%","83.5%","80.0%","76.7%","33.4%","26.4%","1,806","51.2%","48.8%","(X)","596","51.8%","48.2%","(X)","","2,258","94.1%","5.9%","94.1%","90.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","4.0%","0.0%","0.0%","4.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","5.9%","0.5%","3.0%","1.2%","0.0%","","2,258","96.0%","0.5%","3.0%","5.6%","0.3%","0.9%","","2,258","1.4%","1.2%","0.0%","0.0%","0.1%","98.6%","88.8%","0.0%","0.0%","4.0%","0.0%","0.0%","5.8%","0.8%","5.0%","(X)","","1,723","53.6%","46.4%"
"    Percent Margin of Error","","(X)","±3.0","±3.0","(X)","±1.9","±2.0","±2.0","±3.3","±1.4","±3.1","±2.9","±3.3","±1.6","±3.6","±3.2","±2.7","±1.3","(X)","±3.0","±3.1","±3.0","±3.8","±4.9","±4.3","(X)","±2.6","±2.6","(X)","(X)","±5.1","±5.1","(X)","","(X)","±2.8","±2.8","±2.8","±3.2","±1.6","±1.6","±1.6","±1.6","±1.6","±1.6","±2.2","±1.6","±1.6","±2.2","±1.6","±1.6","±1.6","±1.6","±1.6","±1.6","±1.6","±1.6","±1.6","±1.6","±2.8","±0.7","±2.2","±0.8","±1.6","","(X)","±2.2","±0.7","±2.2","±2.2","±0.5","±1.2","","(X)","±2.0","±1.9","±1.6","±1.6","±0.3","±2.0","±3.7","±1.6","±1.6","±2.2","±1.6","±1.6","±2.8","±1.1","±2.4","(X)","","(X)","±2.6","±2.6"
"Grant County, Washington","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","96,648","49,031","47,617","103.0","7,458","8,526","7,950","7,232","6,573","13,023","11,303","10,565","5,408","5,182","8,100","3,828","1,500","33.2","28,520","70,801","68,128","64,089","16,847","13,428","68,128","34,597","33,531","103.2","13,428","6,406","7,022","91.2","","96,648","90,594","6,054","90,594","63,274","1,006","1,320","6","5","12","52","931","146","47","198","275","40","105","120","9","9","0","0","0","24,054","6,054","285","858","443","0","","96,648","69,133","1,410","2,397","1,587","223","28,183","","96,648","40,593","38,341","527","34","1,691","56,055","50,910","1,003","971","879","0","22","2,270","793","1,477","38,083","","56,827","28,341","28,486"
"    Margin of Error","","*****","±144","±144","±0.6","±107","±482","±465","±103","±126","±120","±122","±149","±453","±454","±137","±279","±295","±0.4","*****","±290","*****","±310","±381","±129","*****","±72","±73","±0.4","±129","±77","±108","±1.8","","*****","±1,142","±1,142","±1,142","±1,467","±167","±381","±9","±11","±21","±59","±158","±153","±52","±100","±114","±41","±107","±91","±17","±17","±30","±30","±30","±1,655","±1,142","±169","±263","±149","±30","","*****","±1,659","±98","±385","±221","±259","±1,399","","*****","*****","±654","±326","±46","±540","*****","±414","±167","±222","±138","±30","±27","±545","±414","±362","±88","","±930","±615","±517"
"    Percent","","96,648","50.7%","49.3%","(X)","7.7%","8.8%","8.2%","7.5%","6.8%","13.5%","11.7%","10.9%","5.6%","5.4%","8.4%","4.0%","1.6%","(X)","29.5%","73.3%","70.5%","66.3%","17.4%","13.9%","68,128","50.8%","49.2%","(X)","13,428","47.7%","52.3%","(X)","","96,648","93.7%","6.3%","93.7%","65.5%","1.0%","1.4%","0.0%","0.0%","0.0%","0.1%","1.0%","0.2%","0.0%","0.2%","0.3%","0.0%","0.1%","0.1%","0.0%","0.0%","0.0%","0.0%","0.0%","24.9%","6.3%","0.3%","0.9%","0.5%","0.0%","","96,648","71.5%","1.5%","2.5%","1.6%","0.2%","29.2%","","96,648","42.0%","39.7%","0.5%","0.0%","1.7%","58.0%","52.7%","1.0%","1.0%","0.9%","0.0%","0.0%","2.3%","0.8%","1.5%","(X)","","56,827","49.9%","50.1%"
"    Percent Margin of Error","","(X)","±0.1","±0.1","(X)","±0.1","±0.5","±0.5","±0.1","±0.1","±0.1","±0.1","±0.2","±0.5","±0.5","±0.1","±0.3","±0.3","(X)","*****","±0.3","*****","±0.3","±0.4","±0.1","(X)","±0.1","±0.1","(X)","(X)","±0.5","±0.5","(X)","","(X)","±1.2","±1.2","±1.2","±1.5","±0.2","±0.4","±0.1","±0.1","±0.1","±0.1","±0.2","±0.2","±0.1","±0.1","±0.1","±0.1","±0.1","±0.1","±0.1","±0.1","±0.1","±0.1","±0.1","±1.7","±1.2","±0.2","±0.3","±0.2","±0.1","","(X)","±1.7","±0.1","±0.4","±0.2","±0.3","±1.4","","(X)","*****","±0.7","±0.3","±0.1","±0.6","*****","±0.4","±0.2","±0.2","±0.1","±0.1","±0.1","±0.6","±0.4","±0.4","(X)","","(X)","±0.6","±0.6"
"Grays Harbor County, Washington","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","73,769","37,880","35,889","105.5","3,874","4,172","4,355","4,089","3,549","8,830","8,574","8,883","5,196","6,257","9,972","4,505","1,513","44.3","14,957","60,437","58,812","56,684","19,788","15,990","58,812","30,275","28,537","106.1","15,990","7,601","8,389","90.6","","73,769","70,267","3,502","70,267","63,746","970","3,138","52","144","9","62","1,041","22","250","182","34","235","6","312","255","28","45","59","123","1,117","3,502","276","1,679","385","29","","73,769","67,062","1,525","4,913","1,652","594","1,804","","73,769","7,551","5,230","317","70","1,934","66,218","58,450","914","2,871","1,041","255","51","2,636","61","2,575","36,572","","56,969","29,136","27,833"
"    Margin of Error","","*****","±175","±175","±1.0","±81","±362","±342","±177","±163","±168","±147","±125","±467","±459","±118","±295","±287","±0.3","±85","±171","±85","±240","±427","±108","±85","±148","±84","±0.8","±108","±61","±87","±1.2","","*****","±603","±603","±603","±552","±169","±339","±77","±131","±11","±51","±169","±31","±156","±107","±31","±135","±13","±184","±51","±36","±28","±69","±95","±532","±603","±159","±328","±167","±51","","*****","±677","±196","±199","±13","±175","±518","","*****","*****","±597","±162","±102","±560","*****","±70","±159","±307","±169","±51","±52","±397","±51","±395","±338","","±347","±260","±199"
"    Percent","","73,769","51.3%","48.7%","(X)","5.3%","5.7%","5.9%","5.5%","4.8%","12.0%","11.6%","12.0%","7.0%","8.5%","13.5%","6.1%","2.1%","(X)","20.3%","81.9%","79.7%","76.8%","26.8%","21.7%","58,812","51.5%","48.5%","(X)","15,990","47.5%","52.5%","(X)","","73,769","95.3%","4.7%","95.3%","86.4%","1.3%","4.3%","0.1%","0.2%","0.0%","0.1%","1.4%","0.0%","0.3%","0.2%","0.0%","0.3%","0.0%","0.4%","0.3%","0.0%","0.1%","0.1%","0.2%","1.5%","4.7%","0.4%","2.3%","0.5%","0.0%","","73,769","90.9%","2.1%","6.7%","2.2%","0.8%","2.4%","","73,769","10.2%","7.1%","0.4%","0.1%","2.6%","89.8%","79.2%","1.2%","3.9%","1.4%","0.3%","0.1%","3.6%","0.1%","3.5%","(X)","","56,969","51.1%","48.9%"
"    Percent Margin of Error","","(X)","±0.2","±0.2","(X)","±0.1","±0.5","±0.5","±0.2","±0.2","±0.2","±0.2","±0.2","±0.6","±0.6","±0.2","±0.4","±0.4","(X)","±0.1","±0.2","±0.1","±0.3","±0.6","±0.1","(X)","±0.2","±0.2","(X)","(X)","±0.3","±0.3","(X)","","(X)","±0.8","±0.8","±0.8","±0.7","±0.2","±0.5","±0.1","±0.2","±0.1","±0.1","±0.2","±0.1","±0.2","±0.1","±0.1","±0.2","±0.1","±0.2","±0.1","±0.1","±0.1","±0.1","±0.1","±0.7","±0.8","±0.2","±0.4","±0.2","±0.1","","(X)","±0.9","±0.3","±0.3","±0.1","±0.2","±0.7","","(X)","*****","±0.8","±0.2","±0.1","±0.8","*****","±0.1","±0.2","±0.4","±0.2","±0.1","±0.1","±0.5","±0.1","±0.5","(X)","","(X)","±0.3","±0.3"
"Island County, Washington","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","84,187","41,989","42,198","99.5","4,657","4,007","4,421","3,728","5,822","11,576","8,788","8,510","5,256","6,747","12,725","5,995","1,955","44.1","15,275","70,613","68,912","66,801","24,833","20,675","68,912","34,330","34,582","99.3","20,675","9,714","10,961","88.6","","84,187","79,075","5,112","79,075","70,240","2,278","982","69","64","68","39","3,917","178","319","2,327","296","208","153","436","327","17","81","49","180","1,331","5,112","727","945","1,024","21","","84,187","74,908","3,580","2,585","5,932","849","2,483","","84,187","6,846","4,991","660","160","1,035","77,341","66,189","2,179","790","3,914","327","226","3,716","260","3,456","42,270","","66,907","33,692","33,215"
"    Margin of Error","","*****","±205","±205","±1.0","±73","±335","±315","±209","±190","±215","±251","±234","±403","±376","±147","±255","±240","±0.4","*****","±196","*****","±198","±436","±124","*****","±35","±35","±0.2","±124","±98","±60","±0.9","","*****","±615","±615","±615","±455","±308","±200","±96","±56","±90","±43","±381","±132","±139","±395","±111","±94","±101","±177","±75","±26","±75","±52","±114","±411","±615","±263","±204","±270","±26","","*****","±693","±214","±500","±196","±208","±500","","*****","*****","±396","±257","±136","±301","*****","±97","±279","±144","±381","±75","±148","±529","±146","±487","±243","","±333","±154","±263"
"    Percent","","84,187","49.9%","50.1%","(X)","5.5%","4.8%","5.3%","4.4%","6.9%","13.8%","10.4%","10.1%","6.2%","8.0%","15.1%","7.1%","2.3%","(X)","18.1%","83.9%","81.9%","79.3%","29.5%","24.6%","68,912","49.8%","50.2%","(X)","20,675","47.0%","53.0%","(X)","","84,187","93.9%","6.1%","93.9%","83.4%","2.7%","1.2%","0.1%","0.1%","0.1%","0.0%","4.7%","0.2%","0.4%","2.8%","0.4%","0.2%","0.2%","0.5%","0.4%","0.0%","0.1%","0.1%","0.2%","1.6%","6.1%","0.9%","1.1%","1.2%","0.0%","","84,187","89.0%","4.3%","3.1%","7.0%","1.0%","2.9%","","84,187","8.1%","5.9%","0.8%","0.2%","1.2%","91.9%","78.6%","2.6%","0.9%","4.6%","0.4%","0.3%","4.4%","0.3%","4.1%","(X)","","66,907","50.4%","49.6%"
"    Percent Margin of Error","","(X)","±0.2","±0.2","(X)","±0.1","±0.4","±0.4","±0.2","±0.2","±0.3","±0.3","±0.3","±0.5","±0.4","±0.2","±0.3","±0.3","(X)","*****","±0.2","*****","±0.2","±0.5","±0.1","(X)","±0.1","±0.1","(X)","(X)","±0.3","±0.3","(X)","","(X)","±0.7","±0.7","±0.7","±0.5","±0.4","±0.2","±0.1","±0.1","±0.1","±0.1","±0.5","±0.2","±0.2","±0.5","±0.1","±0.1","±0.1","±0.2","±0.1","±0.1","±0.1","±0.1","±0.1","±0.5","±0.7","±0.3","±0.2","±0.3","±0.1","","(X)","±0.8","±0.3","±0.6","±0.2","±0.2","±0.6","","(X)","*****","±0.5","±0.3","±0.2","±0.4","*****","±0.1","±0.3","±0.2","±0.5","±0.1","±0.2","±0.6","±0.2","±0.6","(X)","","(X)","±0.2","±0.2"
"Jefferson County, Washington","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","31,825","15,557","16,268","95.6","921","1,106","1,190","969","956","2,891","2,712","3,288","2,629","3,564","7,307","3,241","1,051","59.0","3,828","28,456","27,997","27,540","13,982","11,599","27,997","13,679","14,318","95.5","11,599","5,606","5,993","93.5","","31,825","30,449","1,376","30,449","28,583","184","523","14","0","48","0","535","98","102","168","64","19","38","46","34","0","30","0","4","590","1,376","160","699","252","27","","31,825","29,916","476","1,267","835","60","772","","31,825","1,211","793","69","18","331","30,614","27,760","184","502","535","16","303","1,314","64","1,250","18,794","","27,384","13,489","13,895"
"    Margin of Error","","*****","±130","±130","±1.6","±59","±219","±187","±45","±62","±125","±166","±124","±338","±313","±114","±222","±212","±0.5","±62","±85","±62","±79","±338","±112","±62","±139","±127","±1.8","±112","±94","±73","±2.1","","*****","±143","±143","±143","±449","±76","±92","±21","±27","±79","±27","±86","±83","±61","±95","±47","±42","±52","±41","±34","±27","±33","±27","±7","±445","±143","±86","±100","±86","±28","","*****","±445","±40","±40","±39","±41","±462","","*****","*****","±176","±74","±28","±187","*****","±347","±76","±90","±86","±19","±343","±139","±48","±125","±90","","±242","±169","±203"
"    Percent","","31,825","48.9%","51.1%","(X)","2.9%","3.5%","3.7%","3.0%","3.0%","9.1%","8.5%","10.3%","8.3%","11.2%","23.0%","10.2%","3.3%","(X)","12.0%","89.4%","88.0%","86.5%","43.9%","36.4%","27,997","48.9%","51.1%","(X)","11,599","48.3%","51.7%","(X)","","31,825","95.7%","4.3%","95.7%","89.8%","0.6%","1.6%","0.0%","0.0%","0.2%","0.0%","1.7%","0.3%","0.3%","0.5%","0.2%","0.1%","0.1%","0.1%","0.1%","0.0%","0.1%","0.0%","0.0%","1.9%","4.3%","0.5%","2.2%","0.8%","0.1%","","31,825","94.0%","1.5%","4.0%","2.6%","0.2%","2.4%","","31,825","3.8%","2.5%","0.2%","0.1%","1.0%","96.2%","87.2%","0.6%","1.6%","1.7%","0.1%","1.0%","4.1%","0.2%","3.9%","(X)","","27,384","49.3%","50.7%"
"    Percent Margin of Error","","(X)","±0.4","±0.4","(X)","±0.2","±0.7","±0.6","±0.1","±0.2","±0.4","±0.5","±0.4","±1.1","±1.0","±0.4","±0.7","±0.7","(X)","±0.2","±0.3","±0.2","±0.2","±1.1","±0.4","(X)","±0.5","±0.5","(X)","(X)","±0.5","±0.5","(X)","","(X)","±0.4","±0.4","±0.4","±1.4","±0.2","±0.3","±0.1","±0.1","±0.2","±0.1","±0.3","±0.3","±0.2","±0.3","±0.1","±0.1","±0.2","±0.1","±0.1","±0.1","±0.1","±0.1","±0.1","±1.4","±0.4","±0.3","±0.3","±0.3","±0.1","","(X)","±1.4","±0.1","±0.1","±0.1","±0.1","±1.5","","(X)","*****","±0.6","±0.2","±0.1","±0.6","*****","±1.1","±0.2","±0.3","±0.3","±0.1","±1.1","±0.4","±0.2","±0.4","(X)","","(X)","±0.5","±0.5"
"King County, Washington","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","2,225,064","1,117,507","1,107,557","100.9","127,885","127,809","122,340","118,842","133,409","406,581","336,204","294,746","138,750","125,276","175,934","76,924","40,364","37.0","449,242","1,822,650","1,775,822","1,704,434","366,586","293,222","1,775,822","888,480","887,342","100.1","293,222","130,418","162,804","80.1","","2,225,064","2,063,774","161,290","2,063,774","1,383,035","145,177","13,532","583","243","198","281","408,078","95,450","116,690","49,361","22,587","31,873","43,396","48,721","17,022","1,933","1,537","7,519","6,033","96,930","161,290","25,404","18,308","57,514","2,922","","2,225,064","1,525,759","188,483","44,933","485,570","29,141","130,273","","2,225,064","218,763","148,596","8,661","3,327","58,179","2,006,301","1,295,401","141,566","10,307","405,835","16,673","9,449","127,070","8,342","118,728","952,344","","1,524,945","757,023","767,922"
"    Margin of Error","","*****","*****","*****","*****","*****","±1,792","±1,792","*****","*****","*****","*****","*****","±2,446","±2,446","±143","±1,157","±1,157","±0.1","*****","±955","*****","±1,304","±2,252","*****","*****","*****","*****","*****","*****","*****","*****","*****","","*****","±4,963","±4,963","±4,963","±3,543","±2,383","±1,196","±273","±126","±124","±139","±2,653","±3,703","±3,338","±2,879","±1,848","±2,079","±2,633","±2,788","±642","±472","±524","±1,037","±992","±4,029","±4,963","±2,053","±901","±2,390","±598","","*****","±5,562","±1,702","±1,667","±1,294","±1,043","±4,236","","*****","*****","±3,219","±1,023","±590","±3,105","*****","±1,744","±2,237","±718","±2,728","±624","±1,754","±4,002","±1,359","±3,634","±540","","±3,993","±2,397","±2,368"
"    Percent","","2,225,064","50.2%","49.8%","(X)","5.7%","5.7%","5.5%","5.3%","6.0%","18.3%","15.1%","13.2%","6.2%","5.6%","7.9%","3.5%","1.8%","(X)","20.2%","81.9%","79.8%","76.6%","16.5%","13.2%","1,775,822","50.0%","50.0%","(X)","293,222","44.5%","55.5%","(X)","","2,225,064","92.8%","7.2%","92.8%","62.2%","6.5%","0.6%","0.0%","0.0%","0.0%","0.0%","18.3%","4.3%","5.2%","2.2%","1.0%","1.4%","2.0%","2.2%","0.8%","0.1%","0.1%","0.3%","0.3%","4.4%","7.2%","1.1%","0.8%","2.6%","0.1%","","2,225,064","68.6%","8.5%","2.0%","21.8%","1.3%","5.9%","","2,225,064","9.8%","6.7%","0.4%","0.1%","2.6%","90.2%","58.2%","6.4%","0.5%","18.2%","0.7%","0.4%","5.7%","0.4%","5.3%","(X)","","1,524,945","49.6%","50.4%"
"    Percent Margin of Error","","(X)","*****","*****","(X)","*****","±0.1","±0.1","*****","*****","*****","*****","*****","±0.1","±0.1","±0.1","±0.1","±0.1","(X)","*****","±0.1","*****","±0.1","±0.1","*****","(X)","*****","*****","(X)","(X)","*****","*****","(X)","","(X)","±0.2","±0.2","±0.2","±0.2","±0.1","±0.1","±0.1","±0.1","±0.1","±0.1","±0.1","±0.2","±0.2","±0.1","±0.1","±0.1","±0.1","±0.1","±0.1","±0.1","±0.1","±0.1","±0.1","±0.2","±0.2","±0.1","±0.1","±0.1","±0.1","","(X)","±0.2","±0.1","±0.1","±0.1","±0.1","±0.2","","(X)","*****","±0.1","±0.1","±0.1","±0.1","*****","±0.1","±0.1","±0.1","±0.1","±0.1","±0.1","±0.2","±0.1","±0.2","(X)","","(X)","±0.1","±0.1"
"Kitsap County, Washington","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
