"Label (Grouping)","SEX AND AGE","SEX AND AGE!!Total population","SEX AND AGE!!Total population!!Male","SEX AND AGE!!Total population!!Female","SEX AND AGE!!Total population!!Sex ratio (males per 100 females)","SEX AND AGE!!Total population!!Under 5 years","SEX AND AGE!!Total population!!5 to 9 years","SEX AND AGE!!Total population!!10 to 14 years","SEX AND AGE!!Total population!!15 to 19 years","SEX AND AGE!!Total population!!20 to 24 years","SEX AND AGE!!Total population!!25 to 34 years","SEX AND AGE!!Total population!!35 to 44 years","SEX AND AGE!!Total population!!45 to 54 years","SEX AND AGE!!Total population!!55 to 59 years","SEX AND AGE!!Total population!!60 to 64 years","SEX AND AGE!!Total population!!65 to 74 years","SEX AND AGE!!Total population!!75 to 84 years","SEX AND AGE!!Total population!!85 years and over","SEX AND AGE!!Total population!!Median age (years)","SEX AND AGE!!Total population!!Under 18 years","SEX AND AGE!!Total population!!16 years and over","SEX AND AGE!!Total population!!18 years and over","SEX AND AGE!!Total population!!21 years and over","SEX AND AGE!!Total population!!62 years and over","SEX AND AGE!!Total population!!65 years and over","SEX AND AGE!!Total population!!18 years and over","SEX AND AGE!!Total population!!18 years and over!!Male","SEX AND AGE!!Total population!!18 years and over!!Female","SEX AND AGE!!Total population!!18 years and over!!Sex ratio (males per 100 females)","SEX AND AGE!!Total population!!65 years and over","SEX AND AGE!!Total population!!65 years and over!!Male","SEX AND AGE!!Total population!!65 years and over!!Female","SEX AND AGE!!Total population!!65 years and over!!Sex ratio (males per 100 females)","RACE","RACE!!Total population","RACE!!Total population!!One race","RACE!!Total population!!Two or more races","RACE!!Total population!!One race","RACE!!Total population!!One race!!White","RACE!!Total population!!One race!!Black or African American","RACE!!Total population!!One race!!American Indian and Alaska Native","RACE!!Total population!!One race!!American Indian and Alaska Native!!Cherokee tribal grouping","RACE!!Total population!!One race!!American Indian and Alaska Native!!Chippewa tribal grouping","RACE!!Total population!!One race!!American Indian and Alaska Native!!Navajo tribal grouping","RACE!!Total population!!One race!!American Indian and Alaska Native!!Sioux tribal grouping","RACE!!Total population!!One race!!Asian","RACE!!Total population!!One race!!Asian!!Asian Indian","RACE!!Total population!!One race!!Asian!!Chinese","RACE!!Total population!!One race!!Asian!!Filipino","RACE!!Total population!!One race!!Asian!!Japanese","RACE!!Total population!!One race!!Asian!!Korean","RACE!!Total population!!One race!!Asian!!Vietnamese","RACE!!Total population!!One race!!Asian!!Other Asian","RACE!!Total population!!One race!!Native Hawaiian and Other Pacific Islander","RACE!!Total population!!One race!!Native Hawaiian and Other Pacific Islander!!Native Hawaiian","RACE!!Total population!!One race!!Native Hawaiian and Other Pacific Islander!!Chamorro","RACE!!Total population!!One race!!Native Hawaiian and Other Pacific Islander!!Samoan","RACE!!Total population!!One race!!Native Hawaiian and Other Pacific Islander!!Other Pacific Islander","RACE!!Total population!!One race!!Some other race","RACE!!Total population!!Two or more races","RACE!!Total population!!Two or more races!!White and Black or African American","RACE!!Total population!!Two or more races!!White and American Indian and Alaska Native","RACE!!Total population!!Two or more races!!White and Asian","RACE!!Total population!!Two or more races!!Black or African American and American Indian and Alaska Native","Race alone or in combination with one or more other races","Race alone or in combination with one or more other races!!Total population","Race alone or in combination with one or more other races!!Total population!!White","Race alone or in combination with one or more other races!!Total population!!Black or African American","Race alone or in combination with one or more other races!!Total population!!American Indian and Alaska Native","Race alone or in combination with one or more other races!!Total population!!Asian","Race alone or in combination with one or more other races!!Total population!!Native Hawaiian and Other Pacific Islander","Race alone or in combination with one or more other races!!Total population!!Some other race","HISPANIC OR LATINO AND RACE","HISPANIC OR LATINO AND RACE!!Total population","HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race)","HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race)!!Mexican","HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race)!!Puerto Rican","HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race)!!Cuban","HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race)!!Other Hispanic or Latino","HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino","HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!White alone","HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Black or African American alone","HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!American Indian and Alaska Native alone","HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Asian alone","HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Native Hawaiian and Other Pacific Islander alone","HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Some other race alone","HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Two or more races","HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Two or more races!!Two races including Some other race","HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Two or more races!!Two races excluding Some other race, and Three or more races","Total housing units","CITIZEN, VOTING AGE POPULATION","CITIZEN, VOTING AGE POPULATION!!Citizen, 18 and over population","CITIZEN, VOTING AGE POPULATION!!Citizen, 18 and over population!!Male","CITIZEN, VOTING AGE POPULATION!!Citizen, 18 and over population!!Female"
"    Estimate","","22,121","10,994","11,127","98.8","906","963","1,009","1,087","862","1,936","2,184","2,309","1,817","2,090","4,441","1,744","773","54.4","3,483","19,084","18,638","18,003","8,346","6,958","18,638","9,122","9,516","95.9","6,958","3,336","3,622","92.1","","22,121","21,135","986","21,135","18,643","138","685","75","4","0","0","405","0","70","39","25","0","14","257","77","5","0","6","66","1,187","986","115","321","150","6","","22,121","19,615","259","1,012","586","133","1,525","","22,121","2,203","1,872","17","23","291","19,918","17,774","138","587","405","77","125","812","189","623","16,312","","17,913","8,775","9,138"
"    Margin of Error","","*****","±98","±98","±1.8","±49","±123","±130","±119","±136","±114","±106","±96","±186","±193","±140","±177","±142","±0.3","±33","±56","±33","±152","±177","±113","±33","±100","±92","±2.0","±113","±107","±107","±4.8","","*****","±212","±212","±212","±322","±53","±167","±55","±7","±24","±24","±58","±24","±65","±30","±31","±24","±24","±96","±73","±11","±24","±9","±75","±287","±212","±53","±121","±51","±13","","*****","±348","±13","±128","±17","±83","±317","","*****","*****","±123","±24","±23","±123","*****","±171","±53","±120","±58","±73","±119","±175","±120","±137","±59","","±202","±157","±176"
"    Percent","","22,121","49.7%","50.3%","(X)","4.1%","4.4%","4.6%","4.9%","3.9%","8.8%","9.9%","10.4%","8.2%","9.4%","20.1%","7.9%","3.5%","(X)","15.7%","86.3%","84.3%","81.4%","37.7%","31.5%","18,638","48.9%","51.1%","(X)","6,958","47.9%","52.1%","(X)","","22,121","95.5%","4.5%","95.5%","84.3%","0.6%","3.1%","0.3%","0.0%","0.0%","0.0%","1.8%","0.0%","0.3%","0.2%","0.1%","0.0%","0.1%","1.2%","0.3%","0.0%","0.0%","0.0%","0.3%","5.4%","4.5%","0.5%","1.5%","0.7%","0.0%","","22,121","88.7%","1.2%","4.6%","2.6%","0.6%","6.9%","","22,121","10.0%","8.5%","0.1%","0.1%","1.3%","90.0%","80.3%","0.6%","2.7%","1.8%","0.3%","0.6%","3.7%","0.9%","2.8%","(X)","","17,913","49.0%","51.0%"
"    Percent Margin of Error","","(X)","±0.4","±0.4","(X)","±0.2","±0.6","±0.6","±0.5","±0.6","±0.5","±0.5","±0.4","±0.8","±0.9","±0.6","±0.8","±0.6","(X)","±0.2","±0.3","±0.2","±0.7","±0.8","±0.5","(X)","±0.5","±0.5","(X)","(X)","±1.3","±1.3","(X)","","(X)","±1.0","±1.0","±1.0","±1.5","±0.2","±0.8","±0.3","±0.1","±0.2","±0.2","±0.3","±0.2","±0.3","±0.1","±0.1","±0.2","±0.1","±0.4","±0.3","±0.1","±0.2","±0.1","±0.3","±1.3","±1.0","±0.2","±0.5","±0.2","±0.1","","(X)","±1.6","±0.1","±0.6","±0.1","±0.4","±1.4","","(X)","*****","±0.6","±0.1","±0.1","±0.6","*****","±0.8","±0.2","±0.5","±0.3","±0.3","±0.5","±0.8","±0.5","±0.6","(X)","","(X)","±0.7","±0.7"
"Pend Oreille County, Washington","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","13,588","6,926","6,662","104.0","600","678","748","838","653","1,242","1,236","1,567","1,031","1,421","2,345","991","238","50.8","2,577","11,358","11,011","10,653","4,506","3,574","11,011","5,622","5,389","104.3","3,574","1,817","1,757","103.4","","13,588","12,880","708","12,880","11,923","26","444","0","0","0","2","118","0","9","38","42","0","0","29","3","0","0","0","3","366","708","152","190","73","0","","13,588","12,603","213","672","210","12","626","","13,588","550","292","0","82","176","13,038","11,810","26","425","118","0","15","644","204","440","8,323","","10,854","5,540","5,314"
"    Margin of Error","","*****","±96","±96","±2.9","±51","±125","±120","±103","±97","±58","±52","±53","±139","±146","±70","±100","±98","±0.6","±23","±87","±23","±74","±193","±76","±23","±68","±67","±2.5","±76","±49","±59","±4.5","","*****","±202","±202","±202","±162","±30","±108","±20","±20","±20","±3","±61","±20","±15","±42","±54","±20","±20","±32","±6","±20","±20","±20","±6","±127","±202","±80","±79","±68","±20","","*****","±143","±91","±87","±19","±16","±174","","*****","*****","±158","±20","±97","±80","*****","±159","±30","±105","±61","±20","±23","±210","±169","±126","±33","","±76","±92","±56"
"    Percent","","13,588","51.0%","49.0%","(X)","4.4%","5.0%","5.5%","6.2%","4.8%","9.1%","9.1%","11.5%","7.6%","10.5%","17.3%","7.3%","1.8%","(X)","19.0%","83.6%","81.0%","78.4%","33.2%","26.3%","11,011","51.1%","48.9%","(X)","3,574","50.8%","49.2%","(X)","","13,588","94.8%","5.2%","94.8%","87.7%","0.2%","3.3%","0.0%","0.0%","0.0%","0.0%","0.9%","0.0%","0.1%","0.3%","0.3%","0.0%","0.0%","0.2%","0.0%","0.0%","0.0%","0.0%","0.0%","2.7%","5.2%","1.1%","1.4%","0.5%","0.0%","","13,588","92.8%","1.6%","4.9%","1.5%","0.1%","4.6%","","13,588","4.0%","2.1%","0.0%","0.6%","1.3%","96.0%","86.9%","0.2%","3.1%","0.9%","0.0%","0.1%","4.7%","1.5%","3.2%","(X)","","10,854","51.0%","49.0%"
"    Percent Margin of Error","","(X)","±0.7","±0.7","(X)","±0.4","±0.9","±0.9","±0.8","±0.7","±0.4","±0.4","±0.4","±1.0","±1.1","±0.5","±0.7","±0.7","(X)","±0.2","±0.6","±0.2","±0.5","±1.4","±0.6","(X)","±0.6","±0.6","(X)","(X)","±1.1","±1.1","(X)","","(X)","±1.5","±1.5","±1.5","±1.2","±0.2","±0.8","±0.3","±0.3","±0.3","±0.1","±0.5","±0.3","±0.1","±0.3","±0.4","±0.3","±0.3","±0.2","±0.1","±0.3","±0.3","±0.3","±0.1","±0.9","±1.5","±0.6","±0.6","±0.5","±0.3","","(X)","±1.0","±0.7","±0.6","±0.1","±0.1","±1.3","","(X)","*****","±1.2","±0.3","±0.7","±0.6","*****","±1.2","±0.2","±0.8","±0.5","±0.3","±0.2","±1.5","±1.2","±0.9","(X)","","(X)","±0.6","±0.6"
"Pierce County, Washington","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","891,862","444,979","446,883","99.6","58,992","58,864","57,475","53,578","61,035","139,888","118,413","110,499","56,003","54,423","74,762","33,914","14,016","36.2","208,576","704,871","683,286","651,211","154,646","122,692","683,286","338,282","345,004","98.1","122,692","54,710","67,982","80.5","","891,862","807,106","84,756","807,106","636,797","61,647","9,899","568","317","368","362","57,526","2,822","4,030","15,263","3,688","11,648","6,261","13,814","13,409","1,360","4,931","4,441","2,677","27,828","84,756","19,036","11,705","20,574","1,554","","891,862","711,870","92,076","29,022","90,173","23,330","41,867","","891,862","100,534","70,041","10,426","1,498","18,569","791,328","585,988","59,311","8,071","56,167","12,560","2,352","66,879","1,937","64,942","351,346","","647,820","321,274","326,546"
"    Margin of Error","","*****","*****","*****","*****","*****","±1,462","±1,462","*****","*****","*****","*****","*****","±1,304","±1,304","±91","±792","±788","±0.1","*****","±617","*****","±857","±1,316","*****","*****","*****","*****","*****","*****","*****","*****","*****","","*****","±2,789","±2,789","±2,789","±2,275","±1,782","±872","±201","±155","±194","±217","±1,575","±657","±494","±1,298","±583","±1,119","±897","±1,523","±780","±388","±1,020","±727","±623","±1,895","±2,789","±1,348","±794","±1,582","±394","","*****","±3,422","±1,017","±1,176","±1,175","±1,118","±2,148","","*****","*****","±1,910","±1,018","±358","±1,475","*****","±698","±1,611","±755","±1,495","±622","±672","±2,384","±465","±2,384","±562","","±1,877","±1,232","±1,128"
"    Percent","","891,862","49.9%","50.1%","(X)","6.6%","6.6%","6.4%","6.0%","6.8%","15.7%","13.3%","12.4%","6.3%","6.1%","8.4%","3.8%","1.6%","(X)","23.4%","79.0%","76.6%","73.0%","17.3%","13.8%","683,286","49.5%","50.5%","(X)","122,692","44.6%","55.4%","(X)","","891,862","90.5%","9.5%","90.5%","71.4%","6.9%","1.1%","0.1%","0.0%","0.0%","0.0%","6.5%","0.3%","0.5%","1.7%","0.4%","1.3%","0.7%","1.5%","1.5%","0.2%","0.6%","0.5%","0.3%","3.1%","9.5%","2.1%","1.3%","2.3%","0.2%","","891,862","79.8%","10.3%","3.3%","10.1%","2.6%","4.7%","","891,862","11.3%","7.9%","1.2%","0.2%","2.1%","88.7%","65.7%","6.7%","0.9%","6.3%","1.4%","0.3%","7.5%","0.2%","7.3%","(X)","","647,820","49.6%","50.4%"
"    Percent Margin of Error","","(X)","*****","*****","(X)","*****","±0.2","±0.2","*****","*****","*****","*****","*****","±0.1","±0.1","±0.1","±0.1","±0.1","(X)","*****","±0.1","*****","±0.1","±0.1","*****","(X)","*****","*****","(X)","(X)","*****","*****","(X)","","(X)","±0.3","±0.3","±0.3","±0.3","±0.2","±0.1","±0.1","±0.1","±0.1","±0.1","±0.2","±0.1","±0.1","±0.1","±0.1","±0.1","±0.1","±0.2","±0.1","±0.1","±0.1","±0.1","±0.1","±0.2","±0.3","±0.2","±0.1","±0.2","±0.1","","(X)","±0.4","±0.1","±0.1","±0.1","±0.1","±0.2","","(X)","*****","±0.2","±0.1","±0.1","±0.2","*****","±0.1","±0.2","±0.1","±0.2","±0.1","±0.1","±0.3","±0.1","±0.3","(X)","","(X)","±0.1","±0.1"
"San Juan County, Washington","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","16,953","8,213","8,740","94.0","480","615","693","676","595","1,372","1,752","1,865","1,470","1,753","3,653","1,640","389","56.7","2,204","15,015","14,749","14,327","6,764","5,682","14,749","7,112","7,637","93.1","5,682","2,778","2,904","95.7","","16,953","16,398","555","16,398","15,443","153","150","4","2","7","0","256","5","82","31","48","17","11","62","14","6","0","6","2","382","555","51","201","111","2","","16,953","15,935","227","387","435","41","539","","16,953","1,105","791","18","35","261","15,848","14,952","124","135","256","8","7","366","17","349","14,252","","14,068","6,815","7,253"
"    Margin of Error","","*****","±35","±35","±0.8","±17","±58","±53","±53","±48","±75","±51","±42","±88","±89","±29","±69","±66","±0.3","*****","±30","*****","±81","±82","±24","*****","±19","±19","±0.5","±24","±15","±18","±0.8","","*****","±79","±79","±79","±98","±50","±40","±4","±3","±9","±20","±30","±7","±40","±18","±20","±10","±10","±24","±9","±5","±20","±5","±3","±100","±79","±25","±54","±28","±5","","*****","±114","±46","±45","±39","±19","±109","","*****","*****","±107","±14","±20","±105","*****","±24","±25","±40","±30","±7","±7","±58","±24","±52","±52","","±101","±50","±81"
"    Percent","","16,953","48.4%","51.6%","(X)","2.8%","3.6%","4.1%","4.0%","3.5%","8.1%","10.3%","11.0%","8.7%","10.3%","21.5%","9.7%","2.3%","(X)","13.0%","88.6%","87.0%","84.5%","39.9%","33.5%","14,749","48.2%","51.8%","(X)","5,682","48.9%","51.1%","(X)","","16,953","96.7%","3.3%","96.7%","91.1%","0.9%","0.9%","0.0%","0.0%","0.0%","0.0%","1.5%","0.0%","0.5%","0.2%","0.3%","0.1%","0.1%","0.4%","0.1%","0.0%","0.0%","0.0%","0.0%","2.3%","3.3%","0.3%","1.2%","0.7%","0.0%","","16,953","94.0%","1.3%","2.3%","2.6%","0.2%","3.2%","","16,953","6.5%","4.7%","0.1%","0.2%","1.5%","93.5%","88.2%","0.7%","0.8%","1.5%","0.0%","0.0%","2.2%","0.1%","2.1%","(X)","","14,068","48.4%","51.6%"
"    Percent Margin of Error","","(X)","±0.2","±0.2","(X)","±0.1","±0.3","±0.3","±0.3","±0.3","±0.4","±0.3","±0.2","±0.5","±0.5","±0.2","±0.4","±0.4","(X)","*****","±0.2","*****","±0.5","±0.5","±0.1","(X)","±0.1","±0.1","(X)","(X)","±0.2","±0.2","(X)","","(X)","±0.5","±0.5","±0.5","±0.6","±0.3","±0.2","±0.1","±0.1","±0.1","±0.2","±0.2","±0.1","±0.2","±0.1","±0.1","±0.1","±0.1","±0.1","±0.1","±0.1","±0.2","±0.1","±0.1","±0.6","±0.5","±0.1","±0.3","±0.2","±0.1","","(X)","±0.7","±0.3","±0.3","±0.2","±0.1","±0.6","","(X)","*****","±0.6","±0.1","±0.1","±0.6","*****","±0.1","±0.1","±0.2","±0.2","±0.1","±0.1","±0.3","±0.1","±0.3","(X)","","(X)","±0.3","±0.3"
"Skagit County, Washington","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","127,442","63,066","64,376","98.0","7,571","7,682","7,920","7,231","7,056","16,054","15,148","14,552","8,739","8,990","15,855","7,818","2,826","41.6","27,742","103,012","99,700","95,639","31,903","26,499","99,700","48,914","50,786","96.3","26,499","12,340","14,159","87.2","","127,442","121,437","6,005","121,437","103,604","1,024","2,416","51","30","145","47","2,289","142","462","798","252","213","129","293","203","59","31","42","71","11,901","6,005","773","1,550","1,197","32","","127,442","109,216","2,063","4,412","4,105","807","13,548","","127,442","23,730","21,035","632","196","1,867","103,712","93,874","809","2,042","2,252","186","351","4,198","385","3,813","54,317","","93,168","45,566","47,602"
"    Margin of Error","","*****","±84","±84","±0.3","±25","±473","±472","±67","±107","±122","±130","±86","±466","±449","±84","±319","±299","±0.3","*****","±202","*****","±224","±434","±44","*****","±63","±63","±0.2","±44","±53","±47","±0.6","","*****","±620","±620","±620","±1,101","±134","±306","±41","±30","±73","±36","±206","±88","±192","±210","±86","±80","±72","±127","±67","±50","±26","±35","±36","±1,134","±620","±180","±259","±237","±43","","*****","±1,170","±175","±377","±176","±202","±1,085","","*****","*****","±493","±181","±111","±493","*****","±314","±109","±199","±202","±56","±262","±349","±176","±332","±193","","±585","±354","±385"
"    Percent","","127,442","49.5%","50.5%","(X)","5.9%","6.0%","6.2%","5.7%","5.5%","12.6%","11.9%","11.4%","6.9%","7.1%","12.4%","6.1%","2.2%","(X)","21.8%","80.8%","78.2%","75.0%","25.0%","20.8%","99,700","49.1%","50.9%","(X)","26,499","46.6%","53.4%","(X)","","127,442","95.3%","4.7%","95.3%","81.3%","0.8%","1.9%","0.0%","0.0%","0.1%","0.0%","1.8%","0.1%","0.4%","0.6%","0.2%","0.2%","0.1%","0.2%","0.2%","0.0%","0.0%","0.0%","0.1%","9.3%","4.7%","0.6%","1.2%","0.9%","0.0%","","127,442","85.7%","1.6%","3.5%","3.2%","0.6%","10.6%","","127,442","18.6%","16.5%","0.5%","0.2%","1.5%","81.4%","73.7%","0.6%","1.6%","1.8%","0.1%","0.3%","3.3%","0.3%","3.0%","(X)","","93,168","48.9%","51.1%"
"    Percent Margin of Error","","(X)","±0.1","±0.1","(X)","±0.1","±0.4","±0.4","±0.1","±0.1","±0.1","±0.1","±0.1","±0.4","±0.4","±0.1","±0.3","±0.2","(X)","*****","±0.2","*****","±0.2","±0.3","±0.1","(X)","±0.1","±0.1","(X)","(X)","±0.2","±0.2","(X)","","(X)","±0.5","±0.5","±0.5","±0.9","±0.1","±0.2","±0.1","±0.1","±0.1","±0.1","±0.2","±0.1","±0.2","±0.2","±0.1","±0.1","±0.1","±0.1","±0.1","±0.1","±0.1","±0.1","±0.1","±0.9","±0.5","±0.1","±0.2","±0.2","±0.1","","(X)","±0.9","±0.1","±0.3","±0.1","±0.2","±0.9","","(X)","*****","±0.4","±0.1","±0.1","±0.4","*****","±0.2","±0.1","±0.2","±0.2","±0.1","±0.2","±0.3","±0.1","±0.3","(X)","","(X)","±0.2","±0.2"
"Skamania County, Washington","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","11,906","5,905","6,001","98.4","487","707","614","635","470","1,162","1,423","1,730","1,081","1,147","1,570","638","242","47.0","2,223","9,987","9,683","9,399","3,263","2,450","9,683","4,777","4,906","97.4","2,450","1,245","1,205","103.3","","11,906","11,597","309","11,597","11,022","56","214","0","0","0","16","158","0","11","57","85","2","0","3","30","6","0","0","24","117","309","70","120","28","0","","11,906","11,328","128","371","214","56","159","","11,906","785","726","27","14","18","11,121","10,381","56","214","158","30","2","280","13","267","5,937","","9,476","4,730","4,746"
"    Margin of Error","","*****","±59","±59","±2.0","±25","±108","±104","±70","±57","±79","±94","±132","±153","±145","±35","±84","±81","±0.6","±36","±73","±36","±88","±132","±41","±36","±53","±50","±1.9","±41","±17","±33","±2.8","","*****","±88","±88","±88","±123","±53","±62","±20","±20","±20","±30","±23","±20","±14","±56","±49","±5","±20","±5","±9","±7","±20","±20","±10","±114","±88","±53","±52","±21","±20","","*****","±152","±5","±20","±20","±13","±123","","*****","*****","±45","±32","±20","±16","*****","±21","±53","±62","±23","±9","±3","±83","±21","±83","±31","","±96","±58","±90"
"    Percent","","11,906","49.6%","50.4%","(X)","4.1%","5.9%","5.2%","5.3%","3.9%","9.8%","12.0%","14.5%","9.1%","9.6%","13.2%","5.4%","2.0%","(X)","18.7%","83.9%","81.3%","78.9%","27.4%","20.6%","9,683","49.3%","50.7%","(X)","2,450","50.8%","49.2%","(X)","","11,906","97.4%","2.6%","97.4%","92.6%","0.5%","1.8%","0.0%","0.0%","0.0%","0.1%","1.3%","0.0%","0.1%","0.5%","0.7%","0.0%","0.0%","0.0%","0.3%","0.1%","0.0%","0.0%","0.2%","1.0%","2.6%","0.6%","1.0%","0.2%","0.0%","","11,906","95.1%","1.1%","3.1%","1.8%","0.5%","1.3%","","11,906","6.6%","6.1%","0.2%","0.1%","0.2%","93.4%","87.2%","0.5%","1.8%","1.3%","0.3%","0.0%","2.4%","0.1%","2.2%","(X)","","9,476","49.9%","50.1%"
"    Percent Margin of Error","","(X)","±0.5","±0.5","(X)","±0.2","±0.9","±0.9","±0.6","±0.5","±0.7","±0.8","±1.1","±1.3","±1.2","±0.3","±0.7","±0.7","(X)","±0.3","±0.6","±0.3","±0.7","±1.1","±0.3","(X)","±0.5","±0.5","(X)","(X)","±0.7","±0.7","(X)","","(X)","±0.7","±0.7","±0.7","±1.0","±0.4","±0.5","±0.3","±0.3","±0.3","±0.2","±0.2","±0.3","±0.1","±0.5","±0.4","±0.1","±0.3","±0.1","±0.1","±0.1","±0.3","±0.3","±0.1","±1.0","±0.7","±0.4","±0.4","±0.2","±0.3","","(X)","±1.3","±0.1","±0.2","±0.2","±0.1","±1.0","","(X)","*****","±0.4","±0.3","±0.2","±0.1","*****","±0.2","±0.4","±0.5","±0.2","±0.1","±0.1","±0.7","±0.2","±0.7","(X)","","(X)","±0.6","±0.6"
"Snohomish County, Washington","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","811,572","406,760","404,812","100.5","51,382","50,311","51,680","46,357","46,066","121,115","115,983","110,446","55,439","53,383","68,286","28,157","12,967","38.0","183,517","648,845","628,055","603,443","140,189","109,410","628,055","312,844","315,211","99.2","109,410","48,914","60,496","80.9","","811,572","752,505","59,067","752,505","592,542","26,644","7,928","252","256","240","92","92,318","19,628","12,091","16,664","4,092","13,680","11,905","14,258","3,938","990","659","370","1,919","29,135","59,067","9,298","9,922","15,280","497","","811,572","646,217","40,693","22,260","114,026","9,199","44,291","","811,572","85,321","59,707","3,880","1,322","20,412","726,251","552,513","25,918","6,582","91,482","3,811","3,510","42,435","2,820","39,615","314,090","","569,891","284,337","285,554"
"    Margin of Error","","*****","±127","±127","±0.1","*****","±1,453","±1,453","±32","±166","±236","±173","±116","±1,350","±1,381","±158","±847","±847","±0.2","*****","±524","*****","±717","±1,288","±162","*****","*****","*****","*****","±162","±124","±99","±0.2","","*****","±3,032","±3,032","±3,032","±2,732","±1,130","±802","±146","±150","±190","±52","±1,698","±1,881","±1,440","±1,621","±529","±1,644","±1,670","±1,765","±476","±335","±301","±249","±524","±2,673","±3,032","±1,071","±771","±1,294","±197","","*****","±3,424","±1,041","±1,047","±999","±716","±2,696","","*****","*****","±1,912","±689","±421","±1,830","*****","±1,405","±1,070","±646","±1,658","±473","±1,227","±2,389","±942","±2,112","±254","","±2,185","±1,389","±1,345"
"    Percent","","811,572","50.1%","49.9%","(X)","6.3%","6.2%","6.4%","5.7%","5.7%","14.9%","14.3%","13.6%","6.8%","6.6%","8.4%","3.5%","1.6%","(X)","22.6%","79.9%","77.4%","74.4%","17.3%","13.5%","628,055","49.8%","50.2%","(X)","109,410","44.7%","55.3%","(X)","","811,572","92.7%","7.3%","92.7%","73.0%","3.3%","1.0%","0.0%","0.0%","0.0%","0.0%","11.4%","2.4%","1.5%","2.1%","0.5%","1.7%","1.5%","1.8%","0.5%","0.1%","0.1%","0.0%","0.2%","3.6%","7.3%","1.1%","1.2%","1.9%","0.1%","","811,572","79.6%","5.0%","2.7%","14.1%","1.1%","5.5%","","811,572","10.5%","7.4%","0.5%","0.2%","2.5%","89.5%","68.1%","3.2%","0.8%","11.3%","0.5%","0.4%","5.2%","0.3%","4.9%","(X)","","569,891","49.9%","50.1%"
"    Percent Margin of Error","","(X)","±0.1","±0.1","(X)","*****","±0.2","±0.2","±0.1","±0.1","±0.1","±0.1","±0.1","±0.2","±0.2","±0.1","±0.1","±0.1","(X)","*****","±0.1","*****","±0.1","±0.2","±0.1","(X)","*****","*****","(X)","(X)","±0.1","±0.1","(X)","","(X)","±0.4","±0.4","±0.4","±0.3","±0.1","±0.1","±0.1","±0.1","±0.1","±0.1","±0.2","±0.2","±0.2","±0.2","±0.1","±0.2","±0.2","±0.2","±0.1","±0.1","±0.1","±0.1","±0.1","±0.3","±0.4","±0.1","±0.1","±0.2","±0.1","","(X)","±0.4","±0.1","±0.1","±0.1","±0.1","±0.3","","(X)","*****","±0.2","±0.1","±0.1","±0.2","*****","±0.2","±0.1","±0.1","±0.2","±0.1","±0.2","±0.3","±0.1","±0.3","(X)","","(X)","±0.1","±0.1"
"Spokane County, Washington","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
